Ano;Região;UF;Município;Código Município IBGE;CNPJ Município/SEDUC;Nome Escola;Código Escola;Rede Atendimento;Quantidade Alunos;CNPJ Executora;Nome Executora;Programa;Destinação;Valor Custeio;Valor Capital;Valor Total;Data Solicitação
2023;NORTE;AC;XAPURI;1200708;'04033254000167;ESC JULIO MARTINS;12017850;ADMINISTRAÇÃO PÚBLICA ESTADUAL;14;'11492389000156;COMITE EXECUTIVO CONSORCIO JULIO MARTINS;PDDE ESTRUTURA;PDDE Agua 2021;20000;5000;25000;23/11/2023
2023;NORTE;AC;XAPURI;1200708;'04033254000167;ESC NOVA ESPERANCA II;12017957;ADMINISTRAÇÃO PÚBLICA ESTADUAL;6;'11492389000156;COMITE EXECUTIVO CONSORCIO JULIO MARTINS;PDDE ESTRUTURA;PDDE Agua 2021;20000;5000;25000;23/11/2023
2023;NORTE;AC;MARECHAL THAUMATURGO;1200351;'84306463000176;ESC FLORIANO PEIXOTO;12018996;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;15;'11298985000108;CONSELHO ESCOLAR EDUCACAO E RESPONSABILIDADE;PDDE ESTRUTURA;PDDE Agua 2021;20000;5000;25000;27/10/2023
2023;NORTE;AC;XAPURI;1200708;'04033254000167;ESC BOA VISTA;12019461;ADMINISTRAÇÃO PÚBLICA ESTADUAL;6;'11492389000156;COMITE EXECUTIVO CONSORCIO JULIO MARTINS;PDDE ESTRUTURA;PDDE Agua 2021;20000;5000;25000;23/11/2023
2023;NORTE;AC;RODRIGUES ALVES;1200427;'84306455000120;ESC FRANCISCO DAS CHAGAS SILVA;12020320;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;61;'41619611000108;COMITE EXECUTIVO CONSORCIO FRANCISCO DAS CHAGAS SILVA;PDDE ESTRUTURA;PDDE Agua 2021;20000;5000;25000;27/10/2023
2023;NORTE;AC;TARAUACA;1200609;'34693564000179;ESC MARIA RITA ALBUQUERQUE SANTOS CATAO;12020435;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;175;'07511919000199;COMITE EXECUTIVO MARIA RITA DOS SANTOS CATAO;PDDE ESTRUTURA;PDDE Agua 2021;22400;5600;28000;22/11/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC BOM JARDIM;12021237;ADMINISTRAÇÃO PÚBLICA ESTADUAL;13;'07191683000150;COMITE EXECUTIVO BOM JARDIM;PDDE ESTRUTURA;PDDE Agua 2021;22400;5600;28000;23/11/2023
2023;NORTE;AC;FEIJO;1200302;'04033254000167;ESC ARGENTINA SANTOS DA SILVA;12022438;ADMINISTRAÇÃO PÚBLICA ESTADUAL;384;'41127464000140;COMITE EXECUTIVO ARGENTINA SANTOS DA SILVA;PDDE ESTRUTURA;PDDE Agua 2021;22400;5600;28000;23/11/2023
2023;NORTE;AC;MARECHAL THAUMATURGO;1200351;'84306463000176;ESC JOSEFA LOPES DA CUNHA;12023027;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;102;'11295715000135;CONSELHO ESCOLAR EDUCACAO E ARTICULACAO;PDDE ESTRUTURA;PDDE Agua 2021;20000;5000;25000;27/10/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC AGUA VIVA;12028797;ADMINISTRAÇÃO PÚBLICA ESTADUAL;26;'10495161000157;COMITE EXECUTIVO AGUA VIVA;PDDE ESTRUTURA;PDDE Agua 2021;22400;5600;28000;23/11/2023
2023;NORTE;AC;BUJARI;1200138;'84306620000143;ESC COSMO CARNEIRO TORRES;12032980;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;62;'31551540000197;CONSELHO ESCOLAR COSMO CARNEIRO TORRES;PDDE ESTRUTURA;PDDE Agua 2021;22400;5600;28000;
2023;NORTE;AC;BUJARI;1200138;'84306620000143;ESC P A ANTONIO DE HOLANDA;12033618;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;55;'39544296000147;CONSELHO ESCOLAR DA EMEF PA ANTONIO DE HOLANDA;PDDE ESTRUTURA;PDDE Agua 2021;22400;5600;28000;
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC SAO MIGUEL;12069230;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;82;'12073614000182;COMITE EXECUTIVO CONSORCIO HUMAITA;PDDE ESTRUTURA;PDDE Agua 2021;22400;5600;28000;22/11/2023
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC ANTONIO JUVENCIO BARROSO;12000256;ADMINISTRAÇÃO PÚBLICA ESTADUAL;14;'04201518000144;COMITE EXECUTIVO CONSORCIO PEDRO BENICIO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC FRANCISCO MONTENEGRO BRAGA;12000612;ADMINISTRAÇÃO PÚBLICA ESTADUAL;8;'04201518000144;COMITE EXECUTIVO CONSORCIO PEDRO BENICIO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC JOSE DE ALENCAR;12000787;ADMINISTRAÇÃO PÚBLICA ESTADUAL;29;'03321391000134;COMITE EXECUTIVO CONSORCIO JOSE DE ALENCAR;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC INDIGENA KATUKINA I;12000841;ADMINISTRAÇÃO PÚBLICA ESTADUAL;4;'04158237000156;COMITE EXECUTIVO CONSORCIO KATUKINA II;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;MANCIO LIMA;1200336;'04059671000189;ESC 7 DE SETEMBRO;12001872;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;25;'03162389000160;CONSELHO ESCOLAR JOAQUIM MOREIRA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;MANCIO LIMA;1200336;'04059671000189;ESC JOAO SABINO DA ROCHA;12002119;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;42;'03165340000160;CONSELHO ESCOLAR RUBENS SABINO DA ROCHA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;MANCIO LIMA;1200336;'04059671000189;ESC JOSEFA DE QUEIROZ;12002186;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;37;'07515148000108;CONSELHO ESCOLAR LUTAS E CONQUISTAS;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC CARLOS FEIJO DE MELO;12004090;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;26;'12143916000180;COMITE EXECUTIVO CONSROCIO FORCA DO ALTO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC GENI NUNES LEITAO DAMASCENO;12004430;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;25;'12144498000145;COMITE EXECUTIVO CONSORCIO EXTREMA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC JOEL FERREIRA DE SOUZA;12004537;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;33;'12143583000199;COMITE EXECUTIVO CONSORCIO PORTO ENVIRA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC CORONEL JULIO SANTOS;12004588;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;39;'12144486000110;COMITE EXECUTIVO CONSORCIO BARES;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;FEIJO;1200302;'04033254000167;ESC INDIGENA HUNI KUI SIA;12004596;ADMINISTRAÇÃO PÚBLICA ESTADUAL;209;'07816177000100;COMITE EXECUTIVO HUNI KUI SIA;PDDE ESTRUTURA;PDDE ÁGUA 2023;25600;6400;32000;
2023;NORTE;AC;FEIJO;1200302;'04033254000167;ESC MANUEL BEZERRA PEDROSA;12004600;ADMINISTRAÇÃO PÚBLICA ESTADUAL;18;'11657332000160;COMITE EXECUTIVO CONSORCIO VICENCIA DE OLIVEIRA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;FEIJO;1200302;'04033254000167;ESC NOSSA SENHORA DE NAZARE;12004669;ADMINISTRAÇÃO PÚBLICA ESTADUAL;25;'11657346000183;COMITE EXECUTIVO CONSORCIO PAULINO FEIJO DE MELO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC RAIMUNDO PRADO;12004812;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;37;'12143916000180;COMITE EXECUTIVO CONSROCIO FORCA DO ALTO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC SAO SEBASTIAO;12004928;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;14;'12144486000110;COMITE EXECUTIVO CONSORCIO BARES;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;FEIJO;1200302;'04033254000167;ESC VICENCIA DE OLIVEIRA;12005029;ADMINISTRAÇÃO PÚBLICA ESTADUAL;22;'11657332000160;COMITE EXECUTIVO CONSORCIO VICENCIA DE OLIVEIRA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC ALBIA PINHEIRO DO VALE;12005070;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;24;'14604055000115;CONSELHO ESCOLAR CONSORCIO ALTO TARAUACA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC AMAZILIO SAMPAIO;12005088;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;44;'14027178000130;CONSELHO ESCOLAR CONSORCIO LUZ DIVINA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC AMELIA GONCALVES DE FARIAS;12005096;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;35;'14604055000115;CONSELHO ESCOLAR CONSORCIO ALTO TARAUACA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC CORONEL FLORENCIO DA CUNHA;12005142;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;47;'12113028000114;CONSELHO ESCOLAR CONSORCIO SALVADOR;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;12/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC FRANCISCO PERES BAYMA;12005185;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;33;'14027160000139;CONSELHO ESCOLAR CONSORCIO FRANCISCO MARQUES BAYMA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;12/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC GRASIELA MELO FREIRE;12005193;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;31;'07507311000190;CONSELHO ESCOLAR COMUNIDADE UNIDA NA PAZ;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;18/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC NOSSA SENHORA DA LUZ;12005282;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;23;'14027178000130;CONSELHO ESCOLAR CONSORCIO LUZ DIVINA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC NOSSA SENHORA DE GUADALUPE;12005290;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;25;'12113028000114;CONSELHO ESCOLAR CONSORCIO SALVADOR;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;12/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC ODILIA DOURADO;12005304;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;23;'11410011000166;CONSELHO ESCOLAR FRANCISCO VIRGULINO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC OSCAR SOARES DE OLIVEIRA;12005312;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;15;'12113126000151;CONSELHO ESCOLAR CONSORCIO BEIJA-FLOR;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC OSSAN GAVIAO;12005320;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;16;'14027178000130;CONSELHO ESCOLAR CONSORCIO LUZ DIVINA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC RAIMUNDA LIMA ARAGAO;12005339;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;17;'14027160000139;CONSELHO ESCOLAR CONSORCIO FRANCISCO MARQUES BAYMA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;12/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC SANTO ONOFRE;12005363;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;11;'07507300000100;CONSELHO ESCOLAR SANTA MARIA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC SAO SEBASTIAO;12005371;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;15;'08649604000175;CONSELHO ESCOLAR JOSE TEIXEIRA DE CASTRO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;TARAUACA;1200609;'34693564000179;ESC SAO JOSE;12006440;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;31;'07511898000101;COMITE EXECUTIVO SAO JOSE;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC AFONSO PENA;12007307;ADMINISTRAÇÃO PÚBLICA ESTADUAL;44;'11815126000130;COMITE EXECUTIVO CONSORCIO SENADOR ADALBERTO SENA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC DR VALERIO MAGALHAES;12007641;ADMINISTRAÇÃO PÚBLICA ESTADUAL;23;'14315814000120;COMITE EXECUTIVO CONSORCIO NOVO HORIZONTE;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC FABIO BEZERRA CAVALCANTE;12007706;ADMINISTRAÇÃO PÚBLICA ESTADUAL;27;'14200014000163;COMITE EXECUTIVO CONSORCIO ANJO DA GUARDA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC JOSE PEJOTA DE MORAIS;12008028;ADMINISTRAÇÃO PÚBLICA ESTADUAL;18;'11887286000195;COMITE EXECUTIVO CONSORCIO RECIFE;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC MANOEL CESARIO DE FARIAS;12008109;ADMINISTRAÇÃO PÚBLICA ESTADUAL;14;'14443574000149;COMITE EXECUTIVO CONSORCIO SANTA IZABEL;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC TABATINGA;12008850;ADMINISTRAÇÃO PÚBLICA ESTADUAL;42;'11957996000144;COMITE EXECUTIVO CONSORCIO SANTA ANA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC ULISSES GUIMARAES;12008893;ADMINISTRAÇÃO PÚBLICA ESTADUAL;38;'14200014000163;COMITE EXECUTIVO CONSORCIO ANJO DA GUARDA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC VIRGINIO DA SILVA DINIZ;12008907;ADMINISTRAÇÃO PÚBLICA ESTADUAL;35;'14302878000196;COMITE EXECUTIVO CONSORCIO PEDRO EUGENIO DE SOUZA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;BUJARI;1200138;'04033254000167;ESC CAJUEIRO;12009350;ADMINISTRAÇÃO PÚBLICA ESTADUAL;15;'12013301000139;COMITE EXECUTIVO CONSORCIO BAIXO ANTIMARY;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
